ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,34299,20480,118742,118743,118221,117885,117886,117887,117888
Yes,79168,58465,118602,118603,117941,117885,119621,117887,117888
Yes,1020,5423,117961,118327,118391,118321,117906,290919,118322
Yes,25749,17727,118169,118170,118171,118172,118173,249618,118175
Yes,78745,4945,117961,118300,118360,119849,148972,118638,119851
Yes,35498,1396,117961,118300,120059,134655,134656,118424,134657
Yes,391,14355,117926,118124,117920,120632,202274,118131,120634
Yes,29273,5396,117961,118343,119993,118321,240983,290919,118322
Yes,79092,16757,117961,118225,122273,118784,121873,290919,118786
Yes,707,25237,117961,117962,118910,118321,117906,290919,118322
Yes,20284,77947,117980,118076,117941,117879,117886,19721,117880
Yes,22947,19623,117961,118225,118403,118784,117906,290919,118786
Yes,75078,71189,117961,118386,121883,119962,168365,118205,119964
Yes,75943,15523,117902,117903,120059,118636,310589,118638,118639
Yes,15013,7454,117961,118413,122007,118784,126519,290919,118786
Yes,33111,154585,118212,118213,120551,118321,240983,290919,118322
Yes,80813,7554,117961,118300,121176,118777,279443,308574,118779
Yes,23096,3270,117961,118225,122870,118563,123784,270488,118565
Yes,73575,83934,138798,138799,120539,118641,306399,118643,118644
Yes,78422,8715,117961,118052,119986,118321,117906,290919,118322
Yes,75954,17451,117961,118052,126137,126138,252926,124136,126140
Yes,18255,14889,117961,118300,118437,120773,123107,118960,120774
Yes,41440,25293,117961,118386,118317,128764,130802,118612,128765
Yes,39883,3197,117961,118386,120361,118321,117906,290919,118322
Yes,80754,5047,117961,118300,127284,118826,236735,118424,118828
Yes,73249,2819,117961,118300,120410,117905,117906,290919,117908
Yes,73075,866,117961,118413,120526,118451,132777,118453,118454
Yes,36050,70066,91261,118026,118867,118321,117906,290919,118322
Yes,311938,4498,117890,118102,117878,134118,211100,119788,134120
Yes,71910,5244,117961,118343,119598,118321,240983,290919,118322
Yes,45142,59765,117961,118386,121961,124152,304629,118424,124154
Yes,75834,124440,120342,120343,121014,123178,285236,3130,123180
Yes,90377,4199,117961,118225,118403,118321,117906,290919,118322
Yes,27356,15746,117961,118052,119742,117905,117906,290919,117908
Yes,33147,50015,117961,118343,119598,120344,310997,118424,120346
Yes,26313,52394,117961,118300,118458,119928,310608,118331,119929
Yes,73747,51007,117961,118413,120526,117905,117906,290919,117908
Yes,17278,2837,118887,118888,118631,118422,300136,118424,118425
Yes,5340,4932,117961,118225,119824,123737,147851,118960,123738
Yes,25993,4718,121785,121786,120317,118321,117906,290919,118322
Yes,3853,17190,117961,118446,120368,122297,122297,118331,118899
Yes,80472,5288,119596,119597,149666,120357,149667,118424,120359
Yes,29100,3526,117961,118225,120323,122849,120324,119095,122850
Yes,34808,3486,118752,119070,118042,118043,118043,270488,118046
Yes,19815,17828,117961,118300,118514,128230,302830,4673,128231
Yes,5173,5201,117961,118343,118979,307024,159672,118331,118332
Yes,31746,4698,117961,117962,118352,117905,117906,290919,117908
Yes,1020,4887,117961,118343,119598,118422,300136,118424,118425
Yes,34924,8243,118555,118178,118320,118451,130134,118453,118454
Yes,74071,5490,117961,117962,5488,120988,152777,118643,120989
Yes,75078,3889,117961,118386,121668,118321,117906,290919,118322
Yes,79977,4994,117961,118300,118514,117905,240983,290919,117908
Yes,42228,70297,117961,118327,118744,118784,147114,290919,118786
Yes,4675,8026,117961,118386,118746,118318,168365,118205,118319
Yes,27297,49437,117961,118343,118660,307024,132719,118331,118332
Yes,39863,7629,117961,118327,120383,118784,213944,290919,118786
Yes,15720,15645,117961,118052,122392,128903,160695,292795,128905
Yes,79092,14638,117961,118052,118821,117905,117906,290919,117908
Yes,14570,11987,118006,118007,118008,118568,122240,19721,118570
Yes,15022,6454,117961,118343,118856,117905,172635,290919,117908
No,42093,94844,117961,117969,121617,121618,121619,121620,121621
Yes,39879,2519,118169,118170,118623,280788,193644,292795,119082
No,20226,2583,118752,118753,117945,118274,128130,292795,118276
Yes,969,4519,117961,118300,118783,117905,240983,290919,117908
Yes,20897,139593,118573,118574,119781,119782,159510,119784,119785
Yes,79121,15554,117961,118386,123144,118890,125128,118398,118892
Yes,74152,59267,117961,117962,120924,307024,294485,118331,118332
Yes,37392,46254,117961,118327,126310,124886,306399,118643,124888
Yes,31461,23144,117961,118225,118403,120690,120690,290919,120692
Yes,73144,4924,117961,118300,120144,118054,124356,117887,118055
Yes,25274,18454,117961,118343,119598,125171,257115,118424,125173
No,36250,21019,117961,118386,128516,126820,132015,118638,126822
Yes,20364,22504,117961,118300,123055,120344,128788,118424,120346
Yes,26431,91398,118219,118220,117920,119502,180051,117887,119503
Yes,45089,1043,117961,118327,126310,118641,306399,118643,118644
Yes,21451,163,117961,118413,121639,118784,147114,290919,118786
Yes,975,131441,117961,118343,119598,119433,133686,118424,119435
Yes,74957,19953,117961,118327,118984,118054,118985,117887,118055
Yes,98976,32457,117961,118327,118320,117905,117906,290919,117908
Yes,45580,25547,117961,118327,118378,120618,304465,118643,120619
Yes,3130,53303,117961,118300,121951,119743,130169,3130,119745
Yes,1020,7492,117961,118225,125919,118368,170012,117887,118486
Yes,79965,2594,117961,118300,123472,117905,117906,290919,117908
Yes,38725,7505,117961,118300,119195,117905,117906,290919,117908
Yes,6977,782,117961,118413,277693,117905,117906,290919,117908
Yes,28149,7971,117961,118386,120361,118259,120721,290919,118261
Yes,85565,15015,117961,118413,122007,118784,118785,290919,118786
Yes,23164,7647,117961,118300,119181,118777,279443,308574,118779
Yes,4675,13836,119920,119921,142145,128230,302830,4673,128231
Yes,20270,7676,117961,118343,119181,118685,118406,308574,118687
Yes,7543,7615,117961,118300,120059,121469,128942,118424,121471
Yes,13878,6859,117978,117979,117884,117879,117886,19721,117880
Yes,16004,2641,117961,118327,118391,118321,117906,290919,118322
Yes,79875,240,117961,118386,118404,117905,117906,290919,117908
Yes,111911,56201,91261,118026,118746,119962,168365,118205,119964
Yes,6921,3954,117961,118343,120291,118422,300136,118424,118425
Yes,28149,7339,117961,118300,118360,119849,233946,118638,119851
Yes,35524,10383,118192,118193,117895,118194,118195,117887,118196
Yes,23921,61062,117961,118446,120368,119849,303111,118638,119851
Yes,30854,2270,117961,118413,120666,120773,118959,118960,120774
Yes,20793,106630,118990,118991,119142,117905,117906,290919,117908
Yes,33248,4031,117961,118300,120026,118422,239205,118424,118425
Yes,17308,3085,117961,118300,125821,118834,251171,118424,118836
Yes,37651,60794,117961,118386,118522,123073,123073,118612,123075
Yes,74287,57819,117980,117981,118810,119323,167397,19793,119325
Yes,18418,17319,117961,117962,118791,121469,310997,118424,121471
Yes,23990,5604,117961,118343,119598,118685,155651,308574,118687
Yes,89147,17783,117961,118413,128801,118784,121873,290919,118786
Yes,4675,55743,117961,118300,28618,120690,127922,290919,120692
Yes,27348,51124,117961,118300,118631,118422,126423,118424,118425
Yes,74593,7411,117961,118386,118746,118451,130134,118453,118454
Yes,18400,52108,117961,118343,119993,118321,117906,290919,118322
Yes,917,2908,117961,118343,118979,120344,129564,118424,120346
Yes,4675,4496,117961,118225,120551,117905,117906,290919,117908
Yes,75477,15626,117961,118386,129128,120516,307024,120518,120519
Yes,974,7578,117961,118343,118437,117905,117906,290919,117908
Yes,74956,71171,117961,118386,123844,119962,119962,118205,119964
Yes,32236,81744,117902,117903,118783,117905,118036,290919,117908
Yes,80222,1334,117961,117962,118910,118451,130134,118453,118454
Yes,16443,4274,117961,118327,118744,120591,183734,119095,120593
Yes,33642,58527,118120,118121,117941,117879,117886,19721,117880
Yes,43876,119058,118079,118080,117878,117879,117913,19721,117880
Yes,27416,1549,118084,118085,117920,120632,226503,118131,120634
Yes,112574,87908,117961,118413,120370,117905,117906,290919,117908
Yes,76299,56767,117916,117917,117884,117885,117913,117887,117888
Yes,72024,26009,117961,118052,119986,118685,120316,308574,118687
Yes,23921,6071,117961,118413,122007,118321,117906,290919,118322
Yes,32305,17393,117961,118225,119781,118207,164476,270488,118209
Yes,1732,3707,117961,118446,118684,124305,124306,118762,124307
Yes,15675,19622,117961,118225,118403,120690,127922,290919,120692
Yes,35973,7079,117961,118343,118514,118685,262400,308574,118687
Yes,75078,87700,118315,118463,118464,118465,162182,118467,118468
Yes,78176,7408,117961,117962,118352,117905,240983,290919,117908
Yes,38392,71976,118003,118004,117878,117885,118157,117887,117888
Yes,18688,14560,117951,117952,117920,117879,117897,19721,117880
Yes,58678,8008,118555,118178,118320,117905,117906,290919,117908
Yes,16116,15894,117961,118052,120304,307024,311622,118331,118332
Yes,39333,7411,117961,118386,118746,118451,152307,118453,118454
Yes,79787,3225,117961,118327,118929,118321,117906,290919,118322
Yes,32270,5178,117961,118343,118660,118826,158101,118424,118828
Yes,29304,27568,117975,117976,117920,118568,310732,19721,118570
Yes,34587,4474,117961,118446,119064,117905,117906,290919,117908
Yes,33032,5504,117961,118300,118514,118321,240983,290919,118322
Yes,74754,15886,117961,118052,120356,122067,237245,118424,122069
Yes,42093,4145,117961,118300,120026,307024,303717,118331,118332
Yes,34176,3000,117961,118225,120551,118321,118448,290919,118322
Yes,27356,22458,117961,117962,120677,307024,306404,118331,118332
Yes,42479,110041,117961,118300,118810,118811,222005,19793,118813
Yes,19989,5396,117961,118343,119993,118321,117906,290919,118322
Yes,25277,5320,118290,118291,119598,120344,260942,118424,120346
Yes,80191,52007,117961,117962,118910,118054,118368,117887,118055
Yes,38704,50625,117916,118150,117912,117885,117913,117887,117888
Yes,25274,5027,117961,118343,118292,119433,133686,118424,119435
Yes,1041,59067,117961,118327,121645,118641,306399,118643,118644
Yes,34871,4500,117961,118052,118881,118321,117906,290919,118322
Yes,4675,69089,117961,118300,117970,179731,131312,117887,117973
Yes,82212,7530,117961,118343,118514,132671,132672,290919,132673
Yes,41897,3838,117961,118225,119924,118321,117906,290919,118322
Yes,15369,2983,117961,118343,118700,118321,118448,290919,118322
Yes,20283,3332,117961,118343,121747,118784,130735,290919,118786
No,31976,7581,118990,118991,215920,122952,305581,19793,122954
Yes,91089,51138,117961,118413,119968,118321,240983,290919,118322
Yes,23497,120114,118725,118726,119076,118422,124426,118424,118425
Yes,73756,4375,117961,118343,120347,120344,311701,118424,120346
Yes,34924,4589,117961,118327,120383,118784,213944,290919,118786
Yes,44641,4375,117961,118343,120347,118422,300136,118424,118425
Yes,33261,85343,117961,118327,118933,118784,117906,290919,118786
Yes,40519,2225,117961,117962,118501,126110,126111,118504,126112
Yes,45103,6082,117961,118327,118529,118054,118054,117887,118055
Yes,43831,2061,117961,118327,120383,118641,120319,118643,118644
Yes,39883,87910,91261,118026,118027,118451,126309,118453,118454
Yes,42085,5030,117961,118343,120126,119433,133686,118424,119435
Yes,37942,57699,117935,117936,117878,117885,117913,117887,117888
Yes,6977,7014,117961,118446,119961,118278,118260,290919,118279
No,710,858,117961,118327,118529,118777,279443,308574,118779
Yes,18418,4887,117961,118343,120126,120497,223125,118424,120499
Yes,16337,44053,117961,117962,117904,127782,123170,290919,127783
Yes,25287,18213,117961,118386,118692,118451,200947,118453,118454
Yes,79121,4098,117961,118343,118292,120006,310997,118424,120008
Yes,29003,141,117961,118225,122273,118321,117906,290919,118322
Yes,27287,1222,117961,118327,120171,118054,126488,117887,118055
Yes,25993,57691,117961,117962,120677,122645,306795,119221,122647
Yes,37651,20496,118219,118220,118221,117885,117913,117887,117888
Yes,18072,7710,117902,118041,117945,118274,118806,292795,118276
No,23497,52314,117961,118300,118301,118980,306795,118295,118982
Yes,33323,3558,117902,118041,118042,118043,118044,270488,118046
Yes,25993,51301,118290,118291,121108,126869,118302,118295,126870
Yes,1008,4669,117961,118327,118391,117905,117906,290919,117908
Yes,36020,20648,118219,118220,117941,117879,117897,19721,117880
Yes,42093,17575,91261,118026,119362,119363,307210,118667,119365
Yes,967,2683,120864,120865,118171,122129,281792,121916,122131
Yes,20487,2947,118212,118213,118700,117905,117906,290919,117908
Yes,31990,34459,118212,118213,118403,118685,279443,308574,118687
Yes,33642,17839,118216,118587,117941,118568,135898,19721,118570
Yes,33993,30527,117961,118225,120551,119928,127692,118331,119929
Yes,23964,4886,117961,118343,118979,118422,155142,118424,118425
Yes,976,743,117961,118343,120722,118784,117906,290919,118786
Yes,33147,21037,117961,117969,19666,179731,257952,117887,117973
Yes,104307,3197,117961,118386,120361,118784,147114,290919,118786
Yes,14354,57816,118219,118220,118810,118811,128802,19793,118813
Yes,75901,51311,117961,118343,121747,119928,136239,118331,119929
No,41971,15779,117961,118300,19772,118321,117906,290919,118322
No,18072,46637,118555,118178,119262,117946,119263,292795,117948
Yes,38704,59575,117916,118150,118599,179731,141487,117887,117973
Yes,16798,2270,117961,118413,277693,118777,279443,308574,118779
Yes,75901,52734,118290,118291,118660,118293,118294,118295,118296
Yes,80203,13791,117961,117962,117904,118368,129597,117887,118486
Yes,43892,8126,117961,118327,118320,117905,117906,290919,117908
Yes,16033,1391,117943,117944,118575,259173,244021,292795,118943
Yes,79130,87910,91261,118026,119279,118451,126309,118453,118454
Yes,33642,67940,117980,118076,117941,118568,136753,19721,118570
Yes,18380,44022,117961,117962,122215,127782,130085,290919,127783
Yes,1937,1483,117961,117962,118840,124886,124887,118643,124888
Yes,16191,6216,117961,118327,118328,118641,306399,118643,118644
Yes,1020,123310,117961,118386,118317,118784,117906,290919,118786
Yes,22682,19622,117961,118225,118403,118321,117906,290919,118322
Yes,78176,14952,117961,117962,119223,118259,125889,290919,118261
Yes,80213,46476,117902,117903,120171,117905,117906,290919,117908
Yes,82337,54684,117961,117962,118910,118777,279443,308574,118779
Yes,79092,2594,117961,118300,123472,117905,117906,290919,117908
Yes,20747,17108,118084,118085,117920,123191,123191,19721,123192
Yes,3853,59765,117961,118386,121961,118912,309291,118424,118914
Yes,31441,45965,117961,118386,120677,307024,294485,118331,118332
Yes,32270,2343,119691,119692,118635,122967,311441,119695,122969
Yes,15368,4098,117961,118343,119598,119433,133686,118424,119435
Yes,26313,4108,118887,118888,119136,119137,122564,118474,119139
Yes,31918,6857,117910,117911,117920,120632,179631,118131,120634
Yes,38721,4925,118887,118888,119362,118636,221103,118638,118639
Yes,34527,4584,117961,118300,120297,118321,240983,290919,118322
Yes,23921,16698,117961,118300,118597,118980,301534,118295,118982
Yes,80637,6278,117961,118343,120722,118321,117906,290919,118322
Yes,14725,115255,5110,117954,117895,118194,118195,117887,118196
Yes,75033,25765,118006,118007,117941,118568,292195,19721,118570
Yes,13878,53396,117916,118150,117920,117879,117886,19721,117880
Yes,76551,52458,117876,117877,117878,117879,117879,19721,117880
Yes,3853,3486,118752,119070,119781,118563,171750,270488,118565
Yes,89856,7553,117961,118225,118403,118784,118785,290919,118786
Yes,17308,55195,126918,126919,118042,118043,118043,270488,118046
Yes,73525,6071,117961,118413,122007,118321,117906,290919,118322
Yes,80466,120822,119596,119597,120823,120647,311441,118398,120649
Yes,36489,26321,117961,118327,118320,118784,240983,290919,118786
Yes,34921,5652,117961,118300,121305,118321,117906,290919,118322
Yes,41931,83224,118212,118213,121014,126085,309858,119221,126087
No,43045,6859,117978,117979,117884,117879,117886,19721,117880
Yes,74042,37090,117961,118413,126229,118777,119925,308574,118779
Yes,18058,7703,117943,117944,117945,280788,126042,292795,119082
Yes,34924,26321,117961,118327,118320,118784,240983,290919,118786
Yes,45325,5027,117961,118343,119598,118834,133686,118424,118836
Yes,27124,19832,117961,118327,123757,118321,117906,290919,118322
Yes,40630,56680,118079,118080,117878,117879,117913,19721,117880
Yes,36686,12191,117876,117877,117878,118568,128367,19721,118570
